ID,正式名称,正式名称（フリガナ）,所在地,所在地座標（緯度）,所在地座標（経度）,案内用ホームページアドレス
2711270001160,社会福祉法人愛徳福祉会南大阪小児リハビリテーション病院,シャカイフクシホウジンアイトクフクシカイミナミオオサカショウニリハビリテーションビョウイン,大阪府大阪市東住吉区山坂５－１１－２１,34.616795,135.520137,http://osaka-drc.jp
2711270001170,医療法人淀井病院,イリョウホウジンヨドイビョウイン,大阪府大阪市東住吉区桑津,34.64082,135.528996,http://www.kuwanomi-yodoi.or.jp/
2711270001180,医療法人松仁会松井記念病院,イリョウホウジンショウジンカイマツイキネンビョウイン,大阪府大阪市平野区加美西２－３－５,34.624989,135.562467,http://www.matsui-iryofukushi.gr.jp
2711270001190,医療法人豊旺会　共立病院,イリョウホウジンホウオウカイ　キョウリツビョウイン,大阪府大阪市平野区長吉出戸７－１４－１３,34.611019,135.577299,http://kyoritsu.hououkai.or.jp/
2711270001200,医療法人寺西報恩会　長吉総合病院,イリョウホウジンテラニシホウオンカイ　ナガヨシソウゴウビョウイン,大阪府大阪市平野区長吉長原１－２－３４,34.606602,135.567661,http://www.ngh.or.jp
2711270001210,医療法人恵弘会　正和病院,イリョウホウジンケイコウカイ　セイワビョウイン,大阪府大阪市平野区瓜破東１－５－５,34.608158,135.556829,http://mc-seiwa.or.jp/
2711270001220,医療法人愛賛会浜田病院,イリョウホウジンアイサンカイハマダビョウイン,大阪府大阪市平野区瓜破１－６－９,34.606213,135.551163,http://www.hamada.or.jp/
2711270001230,医療法人五月会　平野若葉会病院,イリョウホウジンサツキカイ　ヒラノワカバカイビョウイン,大阪府大阪市平野区瓜破,34.608907,135.552302,http://www.satsukikai.jp
2711270001240,医療法人育生会三好病院,イリョウホウジンイクセイカイミヨシビョウイン,大阪府大阪市平野区流町４－１０－１０,34.618212,135.554273,http://www.miyoshi-byouin.com
2711270001250,社会医療法人緑風会緑風会病院,シャカイイリョウホウジンリョクフウカイリョクフウカイビョウイン,大阪府大阪市平野区背戸口１－１８－１３,34.621628,135.543274,http://ryokufukai.or.jp
2711270001270,医療法人高遼会　高遼会病院,イリョウホウジンコウリョウカイ　コウリョウカイビョウイン,大阪府大阪市平野区平野本町４－１５－６,34.622906,135.555912,https://koryokai-hospital.com/
2711270001310,社会医療法人寿楽会大野記念病院,シャカイイリョウホウジンジュラクカイオオノキネンビョウイン,大阪府大阪市西区南堀江１－２６－１０,34.670178,135.493442,http://www.ohno.or.jp/
2711270001320,公益社団法人日本海員掖済会　大阪掖済会病院,コウエキシャダンホウジンニホンカイインエキサイカイ　オオサカエキサイカイビョウイン,大阪府大阪市西区本田２－１－１０,34.678704,135.479138,http://www.osaka-ekisakai.jp/
2711270001340,多根記念眼科病院,タネキネンガンカビョウイン,大阪府大阪市西区境川１－１－３９,34.669147,135.473298,https://www.tanemem.com/index.html
2711270001350,吉川病院,ヨシカワビョウイン,大阪府大阪市西区九条南３－２９－１４,34.673066,135.468611,
2711270001360,医療法人仁生会内藤病院,イリョウホウジンジンセイカイナイトウビョウイン,大阪府大阪市西区九条１－１５－２３,34.674566,135.475777,http://naitou-hp.or.jp/
2711270001370,医療法人彰療会大正病院,イリョウホウジンショウリョウカイタイショウビョウイン,大阪府大阪市大正区三軒家東５－５－１６,34.660012,135.475639,http://www.taisho-byoin.or.jp/
2711270001400,社会福祉法人恩賜財団済生会支部大阪府済生会泉尾病院,シャカイフクシホウジンオンシザイダンサイセイカイシブオオサカフサイセイカイイズオビョウイン,大阪府大阪市大正区北村３－４－５,34.649318,135.466668,http//www.izuo-saiseikai.gr.jp
2711270001410,多根脳神経リハビリテーション病院,タネノウシンケイリハビリテーションビョウイン,大阪府大阪市港区南市岡１－１－４５,34.668455,135.472333,http://neuroreha.tane.or.jp
2711270001440,多根第二病院,タネダイニビョウイン,大阪府大阪市港区築港３－４－２５,34.655234,135.435004,https://daini.tane.or.jp/
2711270001460,独立行政法人地域医療機能推進機構　大阪病院,ドクリツギョウセイホウジンチイキイリョウキノウスイシンキコウ　オオサカビョウイン,大阪府大阪市福島区福島４－２－７８,34.691869,135.48322,http://osaka.jcho.go.jp
2711270001480,関西電力株式会社　関西電力病院,カンサイデンリョクカブシキガイシャ　カンサイデンリョクビョウイン,大阪府大阪市福島区福島２－１－７,34.692647,135.486803,https://kanden-hsp.jp/
2711270001490,医療法人燦恵会首藤病院,イリョウホウジンサンケイカイシュトウビョウイン,大阪府大阪市福島区野田５－１８－１６,34.686064,135.471694,http://www.shuto.or.jp/
2711270001500,医療法人藤田会フジタ病院,イリョウホウジンフジタカイフジタビョウイン,大阪府大阪市福島区吉野２－１０－１１,34.692008,135.475332,https://www.fujitahp.com/
2711270001540,医療法人義方会大津病院,イリョウホウジンギホウカイオオツビョウイン,大阪府大阪市此花区酉島２－１－１５,34.685953,135.44539,http://otsu-hp.com/
2711270001560,公益財団法人大阪労働衛生センター第一病院,コウエキザイダンホウジンオオサカロウドウエイセイセンターダイイチビョウイン,大阪府大阪市西淀川区御幣島６－２－２,34.719255,135.454693,http://www.osaka-daiichi-hosp.org/
2711270001580,公益財団法人淀川勤労者厚生協会附属西淀病院,ヨドガワキンロウシャコウセイキョウカイフゾクニシヨドビョウイン,大阪府大阪市西淀川区野里３－５－２２,34.711478,135.459082,http://nishiyodo.org/
2711270001590,医療法人康和会苗加病院,イリョウホウジンコウワカイノウカビョウイン,大阪府大阪市西淀川区姫里２－１７－２１,34.708201,135.458944,http://www.nouka-hp.jp/
2711270001600,医療法人博悠会名取病院,イリョウホウジンハクユウカイナトリビョウイン,大阪府大阪市西淀川区大野２－１－３２,34.700979,135.438696,http://www.hakuyuukai.or.jp
2711270001620,社会福祉法人石井記念愛染園附属愛染橋病院,シャカイフクシホウジンイシイキネンアイゼンエンフゾクアイゼンバシビョウイン,大阪府大阪市浪速区日本橋５丁目１６番１５号,34.65754,135.505025,https://byouin.aizenen.or.jp/
2711270001630,社会医療法人寿会富永病院,シャカイイリョウホウジンコトブキカイトミナガビョウイン,大阪府大阪市浪速区湊町１－４－４８,34.667289,135.494804,http://www.tominaga.or.jp/
2711270001640,なにわ病院,ナニワビョウイン,大阪府大阪市浪速区幸町２－３－１１,34.668844,135.489498,http://www.naniwabyouin.jp
2711270001660,医療法人弘仁会まちだ胃腸病院,イリョウホウジンコウジンカイマチダイチョウビョウイン,大阪府大阪市西成区山王１－１－１５,34.648347,135.50722,http://www.machida-icho.com
2711270001670,医療法人生樹会　浦上病院,イリョウホウジンセイジュカイウラカミビョウイン,大阪府大阪市西成区天下茶屋北２－５－１５,34.643014,135.500304,http://www.urakami-hp.com
2711270001690,医療法人生樹会渡辺病院,イリョウホウジンセイジュカイワタナベビョウイン,大阪府大阪市西成区天下茶屋１－１５－１,34.64082,135.499971,https://seijukai8888.com/
2711270001700,社会医療法人杏樹会　杏林記念病院,シャカイイリョウホウジンアンジュカイ　キョウリンキネンビョウイン,大阪府大阪市西成区天下茶屋１－１８－２４,34.642681,135.499693,http://www.ange-kai.com/index.php
2711270001710,医療法人ダイワ会　大和中央病院,イリョウホウジン　ダイワカイ　ダイワチュウオウビョウイン,大阪府大阪市西成区長橋,34.64793,135.496888,http://www.daiwakai.or.jp
2711270001730,思温病院,シオンビョウイン,大阪府大阪市西成区松１－１－３１,34.641764,135.495471,http://www.shion-hp.or.jp/
2711270001740,社会医療法人山紀会　山本第一病院,シャカイイリョウホウジンヤマキカイヤマモトダイイチビョウイン,大阪府大阪市西成区岸里３－１０－９,34.629821,135.492583,https://www.yamakikai.or.jp
2711270001750,一般社団法人津守病院,イッパンシャダンホウジンツモリビョウイン,大阪府大阪市西成区津守３－５－１８,34.641014,135.4825,http://tsumori-hp.jimdo.com/
2711270001760,社会医療法人山紀会　山本第三病院,シャカイイリョウホウジンヤマキカイ　ヤマモトダイサンビョウイン,大阪府大阪市西成区南津守４－５－２０,34.628737,135.481862,http://www.yamakikai.or.jp
2711270001790,医療法人慈心会あびこ病院,イリョウホウジンジシンカイアビコビョウイン,大阪府大阪市住吉区我孫子３－３－２０,34.600463,135.509611,http://www.jishin-kai.or.jp
2711270001810,医療法人守田会オりオノ病院,イリョウホウジンモリタカイオリオノビョウイン,大阪府大阪市住吉区遠里小野１－１－１５,34.600907,135.498751,http://www18.ocn.ne.jp/~oriono/
2711270001850,医療法人錦秀会阪和第二住吉病院,イリョウホウジンキンシュウカイハンワダイニスミヨシビョウイン,大阪府大阪市住吉区帝塚山東４丁目７番８号,34.616378,135.499889,http://www.kinshukai.or.jp
2711270001860,地方独立行政法人　大阪府立病院機構　大阪急性期・総合医療センター,チホウドクリツギョウセイホウジン　オオサカフリツビョウインキコウ　オオサカキュウセイキ・ソウゴウイリョウセンター,大阪府大阪市住吉区万代東３－１－５６,34.616572,135.505472,http://www.gh.opho.jp/
2711270001870,医療法人讃和会　友愛会病院,イリョウホウジンサンワカイ　ユウアイカイビョウイン,大阪府大阪市住之江区浜口西３丁目５番１０号,34.607879,135.484696,http://www.sanwakai.jp/
2711270001880,社会医療法人三宝会南港病院,シャカイイリョウホウジンサンポウカイウナンコウビョイン,大阪府大阪市住之江区北加賀屋２－１１－１５,34.621321,135.476418,http://www.nanko-hp.com/
2711270001900,社会医療法人景岳会　南大阪病院,シャカイイリョウホウジンケイガクカイミナミオオサカビョウイン,大阪府大阪市住之江区東加賀屋１－１８－１８,34.619099,135.482724,http://www.minamiosaka.com
2711270001930,医療法人　慈心会　咲洲病院,イリョウホウジン　ジシンカイ　サキシマビョウイン,大阪府大阪市住之江区南港中２－１－３０,34.629736,135.4302,http://www.jishin-kai.or.jp/
2711270001950,医療法人若葉会　豊中若葉会病院,イリョウホウジンワカバカイトヨナカワカバカイビョウイン,大阪府豊中市東豊中町５－１３－１８,34.793442,135.48541,http://toyonaka.wakabakai-hp.com
2711270001980,医療法人真正会　真正会病院,イリョウホウジン　シンセイカイ　シンセイカイビョウイン,大阪府豊中市北桜塚３－７－３０,34.784082,135.471828,http://shinseikai1998.or.jp
2711270001990,医療法人篤友会　関西リハビリテーション病院,イリョウホウジントクユウカイ　カンサイリハビリテーションビョウイン,大阪府豊中市桜の町３－１１－１,34.799913,135.4643,http://www.kansai-reha.jp
2711270002020,独立行政法人国立病院機構　大阪刀根山医療センター,ドクリツギョウセイホウジンコクリツビョウインキコウオオサカトネヤマイリョウセンター,大阪府豊中市刀根山５－１－１,34.793275,135.452968,https://toneyama.hosp.go.jp/
2711270002030,市立豊中病院,シリツトヨナカビョウイン,大阪府豊中市柴原町４－１４－１,34.801718,135.457967,http://www.city.toyonaka.osaka.jp/hp/
2711270002050,医療法人藏春堂　小西病院,イリョウホウジンゾウシュンドウ　コニシビョウイン,大阪府豊中市曽根東町２丁目９番１４号,34.772166,135.473078,http://www.konishi-hp.com
2711270002070,医療法人康生会　平成記念病院,イリョウホウジン　コウセイカイ　ヘイセイキネンビョウイン,大阪府豊中市原田中１－１６－４５,34.769027,135.458524,https://heiseikinen.jp/
2711270002080,医療法人豊済会　小曽根病院,イリョウホウジンホウサイカイオゾネビョウイン,大阪府豊中市豊南町東２－６－４,34.752446,135.484745,http://www.ozone-hp.com
2711270002120,大阪脳神経外科病院,オオサカノウシンケイゲカビョウイン,大阪府豊中市庄内宝町２－６－２３,34.744919,135.463692,http://www.oni.or.jp/
2711270002160,社会医療法人北斗会　さわ病院,シャカイイリョウホウジンホクトカイ　サワビョウイン,大阪府豊中市城山町１－９－１,34.770417,135.476634,http://www.hokuto-kai.com/
2711270002170,医療法人華之会箕面中央病院,イリョウホウジンハナノカイミノオチュウオウビョウイン,大阪府箕面市箕面６－４－３９,34.833021,135.46977,http://www.minoh-masai.com
2711270002200,箕面神経サナトリウム,ミノオシンケイサナトリウム,大阪府箕面市牧落５丁目６番１７号,34.820272,135.472493,http://www.choureikai.jp
2711270002210,医療法人社団和風会　千里リハビリテーション病院,イリョウホウジンシャダンワフウカイ　センリリハビリテーションビョウイン,大阪府箕面市小野原西４丁目６番１号,34.829244,135.508989,http://senri-rehab.jp/
2711270002220,医療法人マックシール巽今宮病院,イリョウホウジンマックシールタツミイマミヤビョウイン,大阪府箕面市今宮３丁目１９番２７号,34.831216,135.499935,http://www.mcsyl.com/TatumiImamiyaHospital/
2711270002230,医療法人　清順堂　ためなが温泉病院,イリョウホウジン　セイジュンドウ　タメナガオンセンビョウイン,大阪府箕面市今宮４丁目５番２４号,34.828938,135.499629,http://www.tamenaga.jp/
2711270002240,箕面市立病院,ミノオシリツビョウイン,大阪府箕面市萱野５－７－１,34.823966,135.484075,https://minoh-hp.jp/
2711270002250,医療法人ガラシア会ガラシア病院,イリョウホウジンガラシアカイガラシアビョウイン,大阪府箕面市粟生間谷西６－１４－１,34.850881,135.507655,http://www.gratia.or.jp/
2711270002260,医療法人マックシール巽病院,イリョウホウジンマックシールタツミビョウイン,大阪府池田市天神１－５－２２,34.808912,135.442357,http://www.mcsyl.com/
2711270002270,医療法人互恵会池田回生病院,イリョウホウジンゴケイカイイケダカイセイビョウイン,大阪府池田市建石町８－４７,34.825965,135.429691,http://www.ikedakaisei-ho.com
2711270002280,北大阪医療生活協同組合照葉の里箕面病院,キタオオサカイリョウセイカツキョウドウクミアイテリハノサトミノオビョウイン,大阪府箕面市下止々呂美５６１,34.885321,135.463602,http://www.kitaiseikyo.com/
2711270002290,市立池田病院,シリツイケダビョウイン,大阪府池田市城南３－１－１８,34.821188,135.432552,https://www.hosp.ikeda.osaka.jp/
2711270002300,医療法人協和会協和会病院,イリョウホウジンキョウワカイキョウワカイビョウイン,大阪府吹田市岸部北１－２４－１,34.781111,135.526157,http://www.kyowakai.com/kw/kw.htm
2711270002320,社会福祉法人恩賜財団済生会支部大阪府済生会吹田病院,シャカイフクシホウジンオンシザイダンサイセイカイシブオオサカフサイセイカイスイタビョウイン,大阪府吹田市川園町１番２号,34.761613,135.534629,http://www.suita.saiseikai.or.jp
2711270002350,医療法人菊秀会　皐月病院,イリョウホウジンキクシュウカイ　サツキビョウイン,大阪府吹田市寿町２ー７ー２４,34.754669,135.522214,http://www.satuki-hp.com
2711270002360,医療法人甲聖会甲聖会紀念病院,イリョウホジンコウセイカイコウセイカイキネンビョウイン,大阪府吹田市江の木町７－１,34.75739,135.493744,http://koseikai-hp.jp/
2711270002370,社会医療法人愛仁会　井上病院,シャカイイリョウホウジンアイジンカイ　イノウエビョウイン,大阪府吹田市江の木町１６番１７号,34.754919,135.495522,https://inoue.aijinkai.or.jp/
2711270002380,医療法人ダイワ会大和病院,イリョウホウジンダイワカイダイワビョウイン,大阪府吹田市垂水町三丁目２２番１号,34.76064,135.503465,http://www.daiwakai.or.jp
2711270002390,医療法人松柏会榎坂病院,イリョウホウジンショウハクカイエサカビョウイン,大阪府吹田市江坂町４－３２－１,34.770778,135.493105,http://esakahp.or.jp
2711270002410,医療法人徳洲会　吹田徳洲会病院,イリョウホウジントクシュウカイスイタトクシュウカイビョウイン,大阪府吹田市千里丘西２１番１号,34.798276,135.542405,https://www.suita.tokushukai.or.jp
2711270002420,社会福祉法人恩賜財団済生会支部大阪府済生会千里病院,シャカイフクシホウジンオンシザイダンサイセイカイシブオオサカフサイセイカイセンリビョウイン,大阪府吹田市津雲台１丁目１番６号,34.794831,135.509713,http://www.senri.saiseikai.or.jp
2711270002430,大阪大学歯学部附属病院,オオサカダイガクシガクブフゾクビョウイン,大阪府吹田市山田丘１－８,34.81969,135.520767,https://hospital.dent.osaka-u.ac.jp/
2711270002440,大阪大学医学部附属病院,オオサカダイガクイガクブフゾクビョウイン,大阪府吹田市山田丘２－１５,34.819301,135.528322,https://www.hosp.med.osaka-u.ac.jp
2711270002450,大阪市立弘済院附属病院,オオサカシリツコウサイインフゾクビョウイン,大阪府吹田市古江台６－２－１,34.807746,135.512462,https://www.city.osaka.lg.jp/fukushi/page/0000507381.html
2711270002470,医療法人千里厚生会　千里丘中央病院,イリョウホウジンセンリコウセイカイ　センリオカチュウオウビョウイン,大阪府摂津市千里丘１丁目１１番３１号,34.791554,135.548405,http://senrioka-c-hp.com
2711270002480,医療法人医誠会　摂津医誠会病院,イリョウホウジンイセイカイ　セッツイセイカイビョウイン,大阪府摂津市南千里丘１－３２,34.782917,135.556738,http://www.mmjp.or.jp/i-setsu
2711270002490,医療法人若葉会　昭和病院,イリョウホウジンワカバカイショウワビョウイン,大阪府摂津市昭和園１１－２９,34.792749,135.562042,http://syowa.wakabakai-hp.com/
2711270002500,摂津ひかり病院,セッツヒカリビョウイン,大阪府摂津市鳥飼八防２－３－８,34.77139,135.574792,http://www.hikari.or.jp/hospital/settu/index.html
2711270002510,医療法人恒昭会藍野病院,イリョウホウジンコウショウカイアイノビョウイン,大阪府茨木市高田町１１－１８,34.844577,135.580705,http://www.koshokai.or.jp/aino/
2711270002560,社会福祉法人恩賜財団大阪府済生会茨木病院,シャカイフクシホウジンオンシザイダンオオサカフサイセイカイイバラキビョウイン,大阪府茨木市見付山２丁目１番４５号,34.821024,135.556125,https://www.ibaraki.saiseikai.or.jp
2711270002590,医療法人友紘会　彩都友紘会病院,イリョウホウジンユウコウカイ　サイトユウコウカイビョウイン,大阪府茨木市彩都あさぎ７丁目２番１８号,34.853992,135.526626,https://www.saito-yukoukai-hp.jp/
2711270002600,医療法人清風会茨木病院,イリョウホウジンセイフウカイイバラキビョウイン,大阪府茨木市総持寺１－４－１,34.829273,135.580178,http://www.seifukai.org
2711270002650,医療法人恒昭会藍野花園病院,イリョウホウジンコウショウカイアイノハナゾノビョウイン,大阪府茨木市花園２－６－１,34.84741,135.576872,http://www.koshokai.or.jp/aino_hanazono/
2711270002670,社会医療法人東和会　第二東和会病院,シャカイイリョウホウジントウワカイ　ダイニトウワカイビョウイン,大阪府高槻市大塚町５丁目２０番３号,34.821803,135.630785,http://www.towa-med.or.jp
2711270002680,医療法人健和会　うえだ下田部病院,イリョウホウジンケンワカイ　ウエダシモタナベビョウイン,大阪府高槻市登町３３番１号,34.824052,135.619175,https://www.ueda-simo.or.jp
2711270002690,医療法人健栄会　三康病院,イリョウホウジンケンエイカイ　サンコウビョウイン,大阪府高槻市野見町３番６号,34.845911,135.619785,https://www.san-ko.net
2711270002700,社会医療法人東和会　第一東和会病院,シャカイイリョウホウジントウワカイ　ダイイチトウワカイビョウイン,大阪府高槻市宮野町２番１７号,34.85441,135.637616,https://first.towakai-med.or.jp/
2711270002710,医療法人祥佑会　藤田胃腸科病院,イリョウホウジンショウユウカイ　フジタイチョウカビョウイン,大阪府高槻市松原町１７番３６号,34.852216,135.630034,http://www.fujita.or.jp
2711270002720,医療法人庸愛会　富田町病院,イリョウホウジンヨウアイカイ　トンダチョウビョウイン,大阪府高槻市富田町６丁目１０番１号,34.828773,135.594455,http://www.youaikai.or.jp
2711270002740,医療法人社団緑水会　緑水会病院,イリョウホウジンシャダンリョクスイカイ　リョクスイカイビョウイン,大阪府高槻市成合南の町３番１号,34.868409,135.6292,https://www.ryokusuikai.or.jp/
2711270002750,医療法人美喜和会　美喜和会オレンジホスピタル,イリョウホウジンミキワカイ　ミキワカイオレンジホスピタル,大阪府高槻市大字奈佐原１０番１０,34.870547,135.58337,http://www.orange-hp.or.jp
2711270002760,医療法人光愛会　光愛病院,イリョウホウジンコウアイカイ　コウアイビョウイン,大阪府高槻市奈佐原４丁目３番１号,34.864464,135.577343,http://www.kouai.or.jp/
2711270002770,医療法人大阪精神医学研究所　新阿武山病院,イリョウホウジンオオサカセイシンイガクケンキュウショ　シンアブヤマビョウイン,大阪府高槻市奈佐原４丁目１０番１号,34.865464,135.57451,http://www.shin-abuyama.or.jp
2711270002780,高槻赤十字病院,タカツキセキジュウジビョウイン,大阪府高槻市阿武野１丁目１番１号,34.855298,135.577288,http://www.takatsuki.jrc.or.jp
2711270002800,社会医療法人祐生会　みどりヶ丘病院,シャカイイリョウホウジンユウセイカイ　ミドリガオカビョウイン,大阪府高槻市真上町３丁目１３番１号,34.859993,135.60498,http://www.midorigaoka.or.jp
2711270002830,社会医療法人愛仁会　高槻病院,シャカイイリョウホウジンアイジンカイ　タカツキビョウイン,大阪府高槻市古曽部町１丁目３番１３号,34.855771,135.620673,http://www.takatsuki.aijinkai.or.jp/
2711270002840,社会医療法人仙養会　北摂総合病院,シャカイイリョウホウジンセンヨウカイ　ホクセツソウゴウビョウイン,大阪府高槻市北柳川町６番２４号,34.826329,135.59226,https://www.hokusetsu-hp.jp/
2711270002850,大阪医科薬科大学病院,オオサカイカヤッカダイガクビョウイン,大阪府高槻市大学町２番７号,34.851966,135.624423,https://hospital.ompu.ac.jp/index.html
2711270002860,社会医療法人　弘道会　守口生野記念病院,シャカイイリョウホウジン　コウドウカイ　モリグチイクノキネンビョウイン,大阪府守口市佐太中町６丁目１７番３３号,34.760614,135.590458,http://www.koudoukai.or.jp/moriguchi-hp/
2711270002870,医療法人西浦会　京阪病院,イリョウホウジンニシウラカイ　ケイハンビョウイン,大阪府守口市八雲中町３－１３－１７,34.746504,135.570766,http://keihan-hp.nishiurakai.jp/index/
2711270002890,社会医療法人　彩樹　守口敬仁会病院,イリョウホウジン　サイジュ　モリグチケイジンカイビョウイン,大阪府守口市八雲東町二丁目４７番１２号,34.746088,135.579432,http://keijinkai-hp.net
2711270002930,学校法人　関西医科大学　関西医科大学総合医療センター,ガッコウホウジン　カンサイイカダイガク　カンサイイカダイガクソウゴウイリョウセンター,大阪府守口市文園町１０－１５,34.728672,135.55624,http://www.kmu.ac.jp/takii
2711270002940,パナソニック健康保険組合松下記念病院,パナソニックケンコウホケンクミアイマツシタキネンビョウイン,大阪府守口市外島町５－５５,34.743893,135.5626,https://kenpo.jpn.panasonic.com/kinen/about/access.html
2711270002970,医療法人孟仁会摂南総合病院,イリョウホウジンモウジンカイセツナンソウゴウビョウイン,大阪府門真市柳町１番１０号,34.738283,135.588626,
2711270002990,社会医療法人弘道会　萱島生野病院,シャカイイリョウホウジンコウドウカイ　カヤシマイクノビョウイン,大阪府門真市上島町２２－１１,34.745255,135.610402,http://www.koudoukai.or.jp/kayashima-hp/
2711270003020,医療法人毅峰会　青樹会病院,イリョウホウジンキホウカイ　セイジュカイビョウイン,大阪府寝屋川市緑町４７－７,34.773919,135.630982,http://www.seijyukai.or.jp
2711270003030,医療法人　全心会　寝屋川ひかり病院,イリョウホウジン　ゼンシンカイ　ネヤガワヒカリビョウイン,大阪府寝屋川市石津元町１２番２０号,34.77553,135.619788,http://www.hikari.or.jp/hospital/neyagawa/
2711270003040,医療法人和敬会寝屋川南病院,イリョウホウジンワケイカイネヤガワミナミビョウイン,大阪府寝屋川市高柳１－１－１７,34.765003,135.612623,http://www.wakeikai.or.jp
2711270003070,医療法人　長尾会　ねや川サナトリウム,イリョウホウジン　ナガオカイ　ネヤガワサナトリウム,大阪府寝屋川市寝屋川公園２３７０番地６,34.762032,135.654703,http://www.neyasanato.or.jp/neyagawa/index.php
2711270003080,医療法人　河北会　河北病院,イリョウホウジン　カホクカイ　カホクビョウイン,大阪府寝屋川市河北東町１９－１,34.72909,135.631317,http://www.kahoku.or.jp
2711270003090,医療法人　大慶会　星光病院,イリョウホウホウジン　ダイケイカイ　セイコウビョウイン,大阪府寝屋川市豊野町１４番５号,34.766614,135.627288,http://seiko-hp.com
2711270003100,医療法人一祐会藤本病院,イリョウホウジンイチユウカイフジモトビョウイン,大阪府寝屋川市八坂町２－３,34.76542,135.624205,http://www.ichiyukai.jp
2711270003120,社会医療法人山弘会　上山病院,シャカイイリョウホウジンサンコウカイウエヤマビョウイン,大阪府寝屋川市秦町１５－３,34.766059,135.630788,http://www.ueyamabyouin.com
2711270003130,医療法人協仁会小松病院,イリョウホウジンキョウジンカイコマツビョウイン,大阪府寝屋川市川勝町１１－６,34.767447,135.632538,http://www.komatsu.or.jp/
2711270003190,医療法人大寿会　大寿会病院,イリョウホウジンダイジュカイ　ダイジュカイビョウイン,大阪府枚方市伊加賀西町４７－１,34.804221,135.623509,https://daijukai.net
2711270003200,東香里病院,ヒガシコウリビョウイン,大阪府枚方市東香里１－２４－３４,34.780141,135.656896,http://www.higashikouri-hp.com
2711270003220,医療法人　中屋覚志会　津田病院,イリョウホウジン　ナカヤカクシカイ　ツダビョウイン,大阪府枚方市津田北町３丁目３０番１号,34.813694,135.711973,http://www.nakaya-kakushikai.com/tuda-h
2711270003250,医療法人松徳会松谷病院,イリョウホウジンショウトクカイマツタニビョウイン,大阪府枚方市津田西町１－２９－８,34.807639,135.699308,http://www.matsutani.or.jp/
2711270003270,国家公務員共済組合連合会枚方公済病院,コッカコウムインキョウサイクミアイレンゴウカイヒラカタコウサイビョウイン,大阪府枚方市藤阪東町一丁目２番１号,34.819165,135.710279,https://hirakoh.kkr.or.jp/
2711270003300,社会医療法人美杉会　佐藤病院,シャカイイリョウホウジンミスギカイ　サトウビョウイン,大阪府枚方市養父東町６５番１号,34.844357,135.680225,http://www.misugikai.jp
2711270003320,医療法人亀廣記念医学会関西記念病院,イリョウホウジンカメヒロキネンイガクカイカンサイキネンビョウイン,大阪府枚方市西招提町２１９８,34.846445,135.682464,http://www.kansai-kinen.or.jp
2711270003330,医療法人愛和会新世病院,イリョウホウジンアイワカイシンセイビョウイン,大阪府枚方市田口５丁目１１番１号,34.827386,135.683614,https://aiwa1982.sakura.ne.jp/
2711270003350,関西医科大学附属病院,カンサイイカダイガクフゾクビョウイン,大阪府枚方市新町２丁目３番１号,34.817526,135.64534,https://hp.kmu.ac.jp/
2711270003370,医療法人昭征会坂野病院,イリョウホウジンショウセイカイサカノビョウイン,大阪府枚方市中宮本町４番５号,34.820609,135.662505,http://www.sakano.or.jp/
2711270003380,独立行政法人地域医療機能推進機構星ヶ丘医療センター,ドクリツギョウセイホウジンチイキイリョウスイシンキコウホシガオカイリョウセンター,大阪府枚方市星丘４－８－１,34.81136,135.667727,http://hoshigaoka.jcho.go.jp
2711270003390,社会医療法人若弘会　わかくさ竜間リハビリテーション病院,シャカイイリョウホウジンワカコウカイ　ワカクサタツマリハビリテーションビョウイン,大阪府大東市大字龍間１５８０,34.709704,135.657621,http://www.wakakoukai.or.jp
2711270003400,医療法人仁泉会　阪奈病院,イリョウホウジンジンセンカイ　ハンナビョウイン,大阪府大東市寺川１－１－３１,34.70887,135.639567,http://www.jinsen.jp/~hanna/
2711270003410,医療法人藤井会大東中央病院,イリョウホウジンフジイカイダイトウチュウオウビョウイン,大阪府大東市大野２丁目丁目１番１１号,34.703426,135.618208,http://daito-central-hp.com
2711270003420,医療法人仁泉会　仁泉会病院,イリョウホウジンジンセンカイ　ジンセンカイビョウイン,大阪府大東市諸福８－２－２２,34.706314,135.595043,http://www.jinsen.jp/~hosp/
2711270003430,医療法人徳洲会　野崎徳洲会病院,イリョウホウジン　トクシュウカイ　　ノザキトクシュウカイビョウイン,大阪府大東市谷川２丁目１０番５０号,34.711148,135.633679,http://www.tokushukai.or.jp/nozakihp/index.html
2711270003450,医療法人和幸会　阪奈サナトリウム,イリョウホウジンワコウカイ　ハンナサナトリウム,大阪府四條畷市上田原６１３,34.722787,135.69559,https://www.wakoucai.or.jp/hanna-sanato/
2711270003460,社会医療法人　信愛会　畷生会脳神経外科病院,シャカイイリョウホウジンシンアイカイ　　テッセイカイノウシンケイゲカビョウイン,大阪府四條畷市中野本町２８－１,34.743339,135.63801,http://www.tesseikai.jp/
2711270003470,医療法人和敬会　星田南病院,イリョウホウジンワケイカイ　ホシダミナミビョウイン,大阪府交野市藤ヶ尾３－５－１,34.76817,135.676562,http://www.wakeikai.or.jp/hoshida
2711270003490,医療法人　清和会　ながはら病院,イリョウホウジンセイワカイナガハラビョウイン,大阪府東大阪市長田西４丁目３番１３号,34.679761,135.587518,http://www.nagahara-hp.jp
